,artist_name,track_name,release_date,genre,len,topic,age
43342,dr. john,stack-a-lee,1972,blues,76,violence,0.685714285714286
43345,joe cocker,woman to woman,1972,blues,96,romantic,0.685714285714286
43347,b.b. king,guess who,1972,blues,17,sadness,0.685714285714286
43354,jeff beck,going down,1972,blues,57,feelings,0.685714285714286
43356,freddie king,me and my guitar,1972,blues,70,music,0.685714285714286
43357,dr. john,blow wind blow,1972,blues,41,music,0.685714285714286
43372,dr. john,iko iko,1972,blues,82,obscene,0.685714285714286
43380,steely dan,reelin' in the years,1972,blues,87,sadness,0.685714285714286
43381,al green,let's stay together,1972,blues,41,night/time,0.685714285714286
43382,steely dan,fire in the hole,1972,blues,49,sadness,0.685714285714286
43385,deep purple,lazy,1972,blues,32,sadness,0.685714285714286
43386,steely dan,brooklyn (owes the charmer under me),1972,blues,59,violence,0.685714285714286
43387,roy buchanan,sweet dreams,1972,blues,32,world/life,0.685714285714286
43388,t. rex,children of the revolution,1972,blues,40,sadness,0.685714285714286
43389,steely dan,change of the guard,1972,blues,46,world/life,0.685714285714286
43391,aretha franklin,spanish harlem,1972,blues,69,violence,0.685714285714286
43397,steely dan,kings,1972,blues,71,violence,0.685714285714286
43400,big walter horton,have a good time,1972,blues,49,violence,0.685714285714286
43402,alice cooper,luney tune,1972,blues,44,obscene,0.685714285714286
43403,santana,all the love of the universe,1972,blues,41,world/life,0.685714285714286
43410,aretha franklin,precious memories,1972,blues,47,world/life,0.685714285714286
43413,jimi hendrix,johnny b. goode,1972,blues,59,music,0.685714285714286
43414,jethro tull,tales of your life,1972,blues,19,violence,0.685714285714286
43420,captain beyond,raging river of fear,1972,blues,80,violence,0.685714285714286
43422,allen toussaint,goin' down,1972,blues,83,sadness,0.685714285714286
43431,deep purple,pictures of home,1972,blues,51,violence,0.685714285714286
43440,albert king,i'll play the blues for you,1972,blues,25,music,0.685714285714286
43441,roy buchanan,the messiah will come again,1972,blues,36,sadness,0.685714285714286
43447,edgar winter,autumn,1972,blues,45,music,0.685714285714286
43448,mountain,waiting to take you away,1972,blues,35,sadness,0.685714285714286
43450,t. rex,rock on,1972,blues,22,romantic,0.685714285714286
43460,free,muddy water,1973,blues,71,sadness,0.671428571428571
43473,grand funk railroad,ain't got nobody,1973,blues,39,sadness,0.671428571428571
43474,santana,yours is the light,1973,blues,23,world/life,0.671428571428571
43476,blue öyster cult,mistress of the salmon salt (quicklime girl),1973,blues,136,violence,0.671428571428571
43483,"beck, bogert, appice",sweet sweet surrender,1973,blues,49,romantic,0.671428571428571
43487,alice cooper,i love the dead,1973,blues,36,violence,0.671428571428571
43489,rare earth,big john is my name,1973,blues,76,obscene,0.671428571428571
43491,alice cooper,hello hooray,1973,blues,79,night/time,0.671428571428571
43493,grand funk railroad,stop lookin' back,1973,blues,56,obscene,0.671428571428571
43498,robin trower,twice removed from yesterday,1973,blues,61,world/life,0.671428571428571
43499,nazareth,woke up this morning,1973,blues,27,violence,0.671428571428571
43511,grand funk railroad,black licorice,1973,blues,87,violence,0.671428571428571
43514,b.b. king,i like to live the love,1973,blues,74,music,0.671428571428571
43518,grand funk railroad,we're an american band,1973,blues,101,music,0.671428571428571
43519,grand funk railroad,creepin',1973,blues,128,world/life,0.671428571428571
43525,free,come together in the morning,1973,blues,42,world/life,0.671428571428571
43526,rare earth,ma,1973,blues,68,obscene,0.671428571428571
43531,hot tuna,corners without exits,1973,blues,65,world/life,0.671428571428571
43538,t. rex,broken hearted blues,1973,blues,47,music,0.671428571428571
43541,eric clapton,presence of the lord,1973,blues,30,world/life,0.671428571428571
43544,aretha franklin,somewhere,1973,blues,32,world/life,0.671428571428571
43548,al green,my god is real,1973,blues,33,feelings,0.671428571428571
43551,bonnie raitt,i gave my love a candle,1973,blues,69,romantic,0.671428571428571
43554,captain beyond,drifting in space,1973,blues,82,world/life,0.671428571428571
43555,humble pie,that's how strong my love is,1973,blues,35,feelings,0.671428571428571
43561,hot tuna,letter to the north star,1973,blues,42,world/life,0.671428571428571
43562,captain beyond,evil men,1973,blues,55,violence,0.671428571428571
43565,spirit,i got a line on you,1973,blues,41,night/time,0.671428571428571
43568,thin lizzy,a song for while i'm away,1973,blues,46,world/life,0.671428571428571
43575,traffic,roll right stones,1973,blues,103,violence,0.671428571428571
43581,blue öyster cult,baby ice dog,1973,blues,78,violence,0.671428571428571
43583,freddie king,i'm your hoochie coochie man,1973,blues,184,obscene,0.671428571428571
43584,alice cooper,mary ann,1973,blues,11,world/life,0.671428571428571
43587,robin trower,i can't stand it,1973,blues,68,world/life,0.671428571428571
43592,steve miller band,take the money and run,1973,blues,68,obscene,0.671428571428571
43597,zz top,"hot, blue and righteous",1973,blues,24,music,0.671428571428571
43603,steely dan,king of the world,1973,blues,75,world/life,0.671428571428571
43606,dr. john,cold cold cold,1973,blues,65,violence,0.671428571428571
43607,steely dan,the boston rag,1973,blues,67,music,0.671428571428571
43611,steely dan,razor boy,1973,blues,70,music,0.671428571428571
43620,blue öyster cult,o.d.'d on life itself,1973,blues,66,world/life,0.671428571428571
43622,the stooges,gimme danger,1973,blues,81,sadness,0.671428571428571
43633,dr. john,right place wrong time,1973,blues,101,night/time,0.671428571428571
43634,zz top,la grange,1973,blues,26,obscene,0.671428571428571
43638,uriah heep,stealin',1973,blues,114,world/life,0.671428571428571
43640,montrose,bad motor scooter,1973,blues,86,night/time,0.671428571428571
43645,son seals,now that i'm down,1973,blues,54,obscene,0.671428571428571
43646,zz top,waitin' for the bus,1973,blues,15,night/time,0.671428571428571
43648,the stooges,search and destroy,1973,blues,86,world/life,0.671428571428571
43649,zz top,beer drinkers & hell raisers,1973,blues,92,sadness,0.671428571428571
43651,montrose,i don't want it,1973,blues,40,obscene,0.671428571428571
43653,the stooges,death trip,1973,blues,66,violence,0.671428571428571
43658,robin trower,hannah,1973,blues,30,world/life,0.671428571428571
43662,al green,i'm so lonesome i could cry,1973,blues,40,music,0.671428571428571
43664,captain beyond,sufficiently breathless,1973,blues,111,world/life,0.671428571428571
43666,alice cooper,teenage lament '74,1973,blues,78,feelings,0.671428571428571
43667,john lee hooker,it serves me right,1973,blues,79,world/life,0.671428571428571
43671,robin trower,rock me baby,1973,blues,46,night/time,0.671428571428571
43672,montrose,one thing on my mind,1973,blues,43,night/time,0.671428571428571
43679,t. rex,life is strange,1973,blues,36,world/life,0.671428571428571
43687,"beck, bogert, appice",black cat moan,1973,blues,58,violence,0.671428571428571
43691,chuck berry,bio,1973,blues,85,music,0.671428571428571
43692,albert king,i can't hear nothing but the blues,1973,blues,47,music,0.671428571428571
43695,eric clapton,bell bottom blues,1973,blues,47,sadness,0.671428571428571
43697,robin trower,i can't wait much longer,1973,blues,54,world/life,0.671428571428571
43698,blue öyster cult,the red & the black,1973,blues,105,night/time,0.671428571428571
43701,j.j. cale,precious memories,1974,blues,37,world/life,0.657142857142857
43703,eric clapton,let it grow,1974,blues,37,world/life,0.657142857142857
43704,santana,life is anew,1974,blues,22,world/life,0.657142857142857
43708,al green,school days,1974,blues,42,world/life,0.657142857142857
43712,"bobby ""blue"" bland","cry, cry, cry",1974,blues,29,sadness,0.657142857142857
43713,santana,practice what you preach,1974,blues,26,world/life,0.657142857142857
43716,al green,the city,1974,blues,83,sadness,0.657142857142857
43718,thin lizzy,philomena,1974,blues,67,music,0.657142857142857
43719,montrose,underground,1974,blues,46,sadness,0.657142857142857
43720,freddie king,she's a burglar,1974,blues,49,sadness,0.657142857142857
43725,montrose,paper money,1974,blues,101,obscene,0.657142857142857
43727,eric clapton,can't find my way home,1974,blues,39,music,0.657142857142857
43729,dr. john,r u 4 real,1974,blues,141,feelings,0.657142857142857
43730,eric clapton,i shot the sheriff,1974,blues,53,violence,0.657142857142857
43731,the dells,love is missing from our lives,1974,blues,131,obscene,0.657142857142857
43732,santana,mirage,1974,blues,31,sadness,0.657142857142857
43735,ufo,give her the gun,1974,blues,56,obscene,0.657142857142857
43743,j.j. cale,starbound,1974,blues,34,violence,0.657142857142857
43744,phoebe snow,either or both,1974,blues,31,violence,0.657142857142857
43751,phoebe snow,something so right,1974,blues,79,night/time,0.657142857142857
43752,muddy waters,blow wind blow,1974,blues,46,music,0.657142857142857
43756,cab calloway,st. james infirmary,1974,blues,53,violence,0.657142857142857
43758,deep purple,the gypsy,1974,blues,20,world/life,0.657142857142857
43760,shirley brown,passion,1974,blues,46,romantic,0.657142857142857
43761,traffic,graveyard people,1974,blues,71,night/time,0.657142857142857
43771,jethro tull,only solitaire,1974,blues,35,obscene,0.657142857142857
43774,deep purple,highball shooter,1974,blues,78,obscene,0.657142857142857
43775,eric clapton,the sky is crying / have you ever loved a woman / rambling on my mind,1974,blues,59,sadness,0.657142857142857
43778,phoebe snow,"do right woman, do right man",1974,blues,40,romantic,0.657142857142857
43786,santana,give and take,1974,blues,46,obscene,0.657142857142857
43789,thin lizzy,banshee,1974,blues,60,music,0.657142857142857
43790,ufo,oh my,1974,blues,41,world/life,0.657142857142857
43799,b.b. king,don't cry no more,1974,blues,43,sadness,0.657142857142857
43801,eric clapton,get ready,1974,blues,50,sadness,0.657142857142857
43806,dr. john,mos' scocious,1974,blues,66,obscene,0.657142857142857
43807,dr. john,let's make a better world,1974,blues,127,music,0.657142857142857
43810,robin trower,in this place,1974,blues,24,world/life,0.657142857142857
43816,robin trower,the fool and me,1974,blues,45,sadness,0.657142857142857
43817,nina simone,funkier than a mosquito's tweeter,1974,blues,114,obscene,0.657142857142857
43819,j.j. cale,i got the same old blues,1974,blues,42,music,0.657142857142857
43823,steely dan,with a gun,1974,blues,51,violence,0.657142857142857
43830,dr. john,quitters never win,1974,blues,46,obscene,0.657142857142857
43833,jethro tull,skating away (on the thin ice of the new day),1974,blues,84,sadness,0.657142857142857
43840,steely dan,any major dude will tell you,1974,blues,76,sadness,0.657142857142857
43844,"bobby ""blue"" bland",ain't no love in the heart of the city,1974,blues,64,sadness,0.657142857142857
43846,shirley brown,woman to woman,1974,blues,86,romantic,0.657142857142857
43847,bad company,ready for love,1974,blues,67,night/time,0.657142857142857
43850,steely dan,night by night,1974,blues,62,night/time,0.657142857142857
43851,deep purple,soldier of fortune,1974,blues,63,music,0.657142857142857
43852,"crosby, stills, nash & young",helplessly hoping,1974,blues,84,violence,0.657142857142857
43860,steely dan,charlie freak,1974,blues,70,violence,0.657142857142857
43861,blue öyster cult,career of evil,1974,blues,107,violence,0.657142857142857
43862,ufo,built for comfort,1974,blues,36,violence,0.657142857142857
43864,b.b. king,i'll take care of you,1974,blues,63,obscene,0.657142857142857
43870,phoebe snow,good times (let the good times roll),1974,blues,64,night/time,0.657142857142857
43874,"bobby ""blue"" bland",i pity the fool,1974,blues,73,sadness,0.657142857142857
43877,bad company,don't let me down,1974,blues,14,sadness,0.657142857142857
43880,eric clapton,meet me (down at the bottom),1974,blues,23,violence,0.657142857142857
43885,deep purple,love don't mean a thing,1974,blues,59,obscene,0.657142857142857
43889,eric clapton,mainline florida,1974,blues,20,world/life,0.657142857142857
43894,blue öyster cult,me 262,1974,blues,125,world/life,0.657142857142857
43897,cab calloway,a chicken ain't nothing but a bird,1974,blues,51,obscene,0.657142857142857
43902,thin lizzy,night life,1974,blues,48,world/life,0.657142857142857
43907,thin lizzy,it's only money,1974,blues,41,world/life,0.657142857142857
43910,"bobby ""blue"" bland",i ain't gonna be the first to cry,1974,blues,43,sadness,0.657142857142857
43912,montrose,all i need,1975,blues,68,sadness,0.642857142857143
43913,bachman-turner overdrive,it's over,1975,blues,57,violence,0.642857142857143
43914,koko taylor,blues never die,1975,blues,53,music,0.642857142857143
43921,deep purple,comin' home,1975,blues,88,music,0.642857142857143
43923,bad company,weep no more,1975,blues,42,sadness,0.642857142857143
43928,stephen stills,turn back the pages,1975,blues,87,world/life,0.642857142857143
43930,koko taylor,trying to make a living,1975,blues,97,obscene,0.642857142857143
43931,elvin bishop,"hey, hey, hey, hey",1975,blues,78,obscene,0.642857142857143
43933,the doobie brothers,music man,1975,blues,66,music,0.642857142857143
43952,hot tuna,funky #7,1975,blues,50,world/life,0.642857142857143
43961,ted nugent,magic party,1975,blues,107,obscene,0.642857142857143
43978,bad company,feel like makin' love,1975,blues,113,obscene,0.642857142857143
43981,al green,could i be the one?,1975,blues,46,world/life,0.642857142857143
43982,howlin' wolf,hidden charms,1975,blues,46,romantic,0.642857142857143
43983,eric clapton,the sky is crying,1975,blues,39,sadness,0.642857142857143
43985,steppenwolf,another's lifetime,1975,blues,42,world/life,0.642857142857143
43986,deep purple,you keep on moving,1975,blues,43,sadness,0.642857142857143
43987,eric clapton,better make it through today,1975,blues,9,world/life,0.642857142857143
43995,bonnie raitt,i'm blowin' away,1975,blues,49,sadness,0.642857142857143
43996,hank ballard,tear drops on your letter,1975,blues,51,music,0.642857142857143
43998,steppenwolf,someone told a lie,1975,blues,71,violence,0.642857142857143
44001,jethro tull,requiem,1975,blues,59,sadness,0.642857142857143
44008,roy buchanan,reelin' and rockin,1975,blues,42,night/time,0.642857142857143
